City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
834,Flinders,AU,-34.5833,150.8552,77.0,74,75,5.01,broken clouds
835,Saint-Philippe,RE,-21.3585,55.7679,75.2,73,0,5.75,light rain
836,Gat,IL,31.61,34.7642,63.0,58,98,1.01,overcast clouds
837,Ust-Nera,RU,64.5667,143.2,-0.29,84,100,6.53,light snow
838,Natal,BR,-5.795,-35.2094,80.6,78,0,8.05,clear sky
839,Aberystwyth,GB,52.4155,-4.0829,48.99,88,98,15.01,light rain
840,Port Macquarie,AU,-31.4333,152.9167,68.0,100,75,3.44,broken clouds
841,Porto Novo,BJ,6.4965,2.6036,84.2,89,40,13.8,scattered clouds
842,Aberdeen,GB,57.1437,-2.0981,46.99,87,75,24.16,broken clouds
843,Tchaourou,BJ,8.8865,2.5975,80.17,73,91,7.96,overcast clouds
844,Zaraza,VE,9.3503,-65.3245,76.6,71,99,10.49,overcast clouds
845,Gornopravdinsk,RU,60.05,69.9,-11.42,88,93,7.47,overcast clouds
846,Wajid,SO,3.8093,43.2471,72.64,73,1,13.4,clear sky
847,Nanakuli,US,21.3906,-158.1547,80.6,69,1,13.8,light rain
848,Kloulklubed,PW,7.0419,134.2556,80.6,89,75,3.44,broken clouds
849,College,US,64.8569,-147.8028,27.0,86,90,5.68,mist
850,Lukovetskiy,RU,64.2956,41.9211,5.0,85,0,4.47,clear sky
851,Gweta,BW,-20.1833,25.2333,77.97,42,16,4.5,few clouds
852,Santiago Del Estero,AR,-27.7951,-64.2615,83.17,39,0,7.45,clear sky
853,Montepuez,MZ,-13.1256,38.9997,68.76,97,100,2.8,overcast clouds
854,Tatawin,TN,32.9297,10.4518,52.2,67,0,14.9,clear sky
855,Aklavik,CA,68.2191,-135.0107,15.8,73,90,9.22,overcast clouds
856,Trofors,NO,65.5333,13.4063,30.2,64,91,31.07,overcast clouds
857,Kajaani,FI,64.2273,27.7285,6.8,47,0,9.22,clear sky
858,Lebu,CL,-37.6167,-73.65,59.45,83,85,6.62,overcast clouds
859,San Jose,US,37.3394,-121.895,55.4,62,75,5.99,broken clouds
860,Port Hedland,AU,-20.3167,118.5667,87.8,79,75,12.66,broken clouds
861,Havelock,US,34.8791,-76.9013,60.01,44,1,6.91,clear sky
862,Flin Flon,CA,54.7682,-101.865,17.6,79,90,19.57,snow
863,Iskateley,RU,67.6803,53.1512,9.43,96,100,5.32,overcast clouds
864,Codrington,AU,-38.2667,141.9667,65.7,59,95,6.44,overcast clouds
865,Victoria,HK,22.2855,114.1577,69.01,83,95,1.01,overcast clouds
866,Leningradskiy,RU,69.3833,178.4167,-13.07,78,0,5.28,clear sky
867,Mustvee,EE,58.8486,26.9397,19.0,73,90,11.5,light snow
868,Nyimba,ZM,-14.5566,30.8149,68.0,95,91,1.99,light rain
869,Sidrolandia,BR,-20.9319,-54.9614,77.0,57,0,4.61,clear sky
870,Chuy,UY,-33.6971,-53.4616,66.25,84,15,6.31,few clouds
871,Mogadishu,SO,2.0371,45.3438,78.12,85,14,15.39,few clouds
872,Shahrud,IR,36.4182,54.9763,40.57,69,0,0.81,clear sky
873,Las Vegas,US,36.175,-115.1372,57.2,28,90,21.85,overcast clouds
874,Dwarka,IN,22.2394,68.9678,73.09,82,0,7.52,clear sky
875,Paamiut,GL,61.994,-49.6678,21.87,97,94,9.71,light snow
876,Eureka,US,40.8021,-124.1637,51.01,69,96,8.99,overcast clouds
877,Fairbanks,US,64.8378,-147.7164,27.0,93,90,5.91,light snow
878,Ixtapa,MX,20.7,-105.2,77.0,73,40,10.36,scattered clouds
879,Tautira,PF,-17.7333,-149.15,87.8,58,75,2.3,broken clouds
880,Kapit,MY,2.0167,112.9333,74.16,94,100,1.3,overcast clouds
881,Porto Nacional,BR,-10.7081,-48.4172,78.8,83,75,10.36,broken clouds
882,Salalah,OM,17.0151,54.0924,71.6,40,0,5.75,clear sky
883,Gravdal,NO,68.1214,13.5031,25.99,90,0,16.93,clear sky
884,Nanning,CN,22.8167,108.3167,62.6,94,90,8.95,mist
885,Okato,NZ,-39.2,173.8833,61.0,83,72,21.99,broken clouds
886,Oranjestad,AW,12.524,-70.027,80.6,74,40,16.11,scattered clouds
887,Ternate,ID,0.8,127.4,82.71,72,44,4.25,scattered clouds
888,Mayo,US,38.8876,-76.5119,55.99,50,1,11.5,clear sky
889,Tucuma,BR,-0.1833,-50.05,73.67,94,100,3.83,overcast clouds
890,Malakal,SS,9.5334,31.6605,84.88,23,4,2.44,clear sky
891,Okhotsk,RU,59.3833,143.3,2.25,92,100,3.6,light snow
892,Ukiah,US,39.1502,-123.2078,44.6,76,75,8.05,broken clouds
893,Sitka,US,57.0531,-135.33,39.2,70,90,12.66,overcast clouds
894,Abu Dhabi,AE,24.4667,54.3667,73.4,73,0,2.3,clear sky
895,Avdiyivka,UA,48.1399,37.7426,24.82,82,98,9.06,overcast clouds
896,Opuwo,NA,-18.0607,13.84,70.38,39,62,3.42,broken clouds
897,Luderitz,NA,-26.6481,15.1594,67.62,77,0,10.78,clear sky
898,Valparaiso,CL,-33.0393,-71.6273,68.0,52,0,9.22,clear sky
899,Quepos,CR,9.4236,-84.1652,75.2,60,40,13.8,scattered clouds
900,Belmonte,BR,-15.8631,-38.8828,77.0,73,0,6.91,clear sky
901,Monsenhor Gil,BR,-5.5642,-42.6078,78.8,78,0,4.61,clear sky
902,Lazi,UA,48.0667,24.2333,25.39,92,88,2.84,overcast clouds
903,Boden,SE,65.8252,21.6886,14.0,73,22,14.97,few clouds
904,Nabire,ID,-3.3667,135.4833,81.93,68,97,3.53,overcast clouds
905,Torbay,CA,47.6666,-52.7314,30.0,80,1,14.97,clear sky
906,Sikonge,TZ,-5.6333,32.7667,63.41,90,1,3.38,clear sky
907,Manuk Mangkaw,PH,4.8,119.85,82.81,73,100,8.7,moderate rain
908,Alekseyevskaya,RU,50.2896,42.1845,1.99,77,2,8.68,clear sky
909,Vila Do Maio,CV,15.1333,-23.2167,68.0,73,75,20.71,broken clouds
910,Kruisfontein,ZA,-34.0033,24.7314,68.0,87,100,1.01,moderate rain
911,Raudeberg,NO,61.9875,5.1352,39.2,75,90,26.46,overcast clouds
912,Vung Tau,VN,10.346,107.0843,78.75,77,91,18.37,overcast clouds
913,Tlamacazapa,MX,18.5167,-99.5,93.0,23,1,3.44,clear sky
914,Yerbogachen,RU,61.2767,108.0108,-1.21,93,69,4.56,broken clouds
915,Mount Gambier,AU,-37.8333,140.7667,57.2,88,52,5.75,broken clouds
916,Tasiilaq,GL,65.6145,-37.6368,12.2,85,0,8.05,clear sky
917,Labuhan,ID,-6.8844,112.2051,78.82,84,76,5.73,broken clouds
918,Alamosa,US,37.4695,-105.87,37.4,22,1,13.8,clear sky
919,Cacak,RS,43.8914,20.3497,26.6,100,90,2.75,fog
920,Fayaoue,NC,-20.65,166.5333,79.32,65,11,10.67,few clouds
921,Shaki,AZ,41.0833,47.1667,39.2,81,90,6.91,overcast clouds
922,Missoula,US,47.0166,-113.8009,43.0,60,1,4.61,clear sky
923,Asyut,EG,27.181,31.1837,64.4,45,0,5.75,clear sky
924,Bengkulu,ID,-3.8004,102.2655,75.11,88,22,5.53,few clouds
925,Lagos,NG,6.5833,3.75,84.2,84,40,3.44,scattered clouds
926,Celestun,MX,20.8667,-90.4,78.75,63,0,18.43,clear sky
927,Salinas,US,36.6777,-121.6555,55.4,54,90,13.8,overcast clouds
928,Cape Coast,GH,5.1053,-1.2466,81.09,84,100,13.02,overcast clouds
929,Hope,US,33.6671,-93.5916,72.0,48,83,3.0,broken clouds
930,Berlevag,NO,70.8578,29.0864,17.24,92,100,20.38,overcast clouds
931,Vardo,NO,70.3705,31.1107,14.0,67,20,28.77,snow
932,Te Anau,NZ,-45.4167,167.7167,57.92,54,24,1.97,few clouds
933,Beyneu,KZ,45.3167,55.2,27.37,81,72,12.55,broken clouds
934,Jalu,LY,29.0331,21.5482,61.83,59,88,9.93,overcast clouds
935,Novoorsk,RU,51.381,58.9813,3.2,72,75,22.37,snow
936,Sovetskiy,RU,61.3614,63.5842,-20.92,87,70,5.32,broken clouds
937,Teknaf,BD,20.8624,92.3058,67.37,76,0,3.49,clear sky
938,Coffs Harbour,AU,-30.3,153.1333,77.0,78,90,4.61,moderate rain
939,Bouafle,CI,6.9904,-5.7442,78.8,89,75,4.0,broken clouds
940,Cherskiy,RU,68.75,161.3,-6.88,81,9,19.06,clear sky
941,Krasnogorskiy,RU,54.6025,61.231,8.49,94,100,22.3,light snow
942,Saint-Francois,FR,46.4154,3.9054,48.2,61,90,5.75,overcast clouds
943,Hamilton,US,39.1834,-84.5333,64.99,36,1,11.5,clear sky
944,Asbe Teferi,ET,9.0833,40.8667,64.17,45,29,4.29,scattered clouds
945,Hobbs,US,32.7026,-103.136,78.8,5,1,26.46,clear sky
946,Buzmeyin,TM,38.0507,58.2056,37.4,93,40,4.61,scattered clouds
947,Gumdag,TM,39.2061,54.5906,44.69,59,0,11.12,clear sky
948,Eura,FI,61.1333,22.1333,8.6,78,40,6.91,scattered clouds
949,Tual,ID,-5.6667,132.75,83.68,71,87,4.0,overcast clouds
950,La Ronge,CA,55.1001,-105.2842,15.8,35,99,13.8,overcast clouds
951,Urubicha,BO,-15.3833,-62.95,82.18,50,56,1.3,broken clouds
952,Mana,GF,5.6592,-53.7767,77.16,86,98,12.26,overcast clouds
953,Backa Topola,RS,45.8152,19.6318,33.57,84,27,2.3,scattered clouds
954,Vila,PT,42.0304,-8.1588,50.0,94,100,10.0,overcast clouds
955,Forestville,US,38.8451,-76.875,64.0,41,1,6.91,clear sky
956,Caravelas,BR,-17.7125,-39.2481,77.52,80,52,7.96,moderate rain
957,Port-Gentil,GA,-0.7193,8.7815,78.8,94,20,6.91,few clouds
958,Hayden,US,47.766,-116.7866,46.99,49,20,11.5,few clouds
959,Petersburg,US,37.2279,-77.4019,64.4,25,1,5.73,clear sky
960,Sherpur,BD,25.0188,90.0175,67.06,77,1,6.82,clear sky
961,Ostrovnoy,RU,68.0531,39.5131,1.74,90,31,13.69,scattered clouds
962,Nalgonda,IN,17.05,79.2667,65.98,82,0,1.83,clear sky
963,Taunggyi,MM,20.7833,97.0333,55.94,41,9,2.01,clear sky
964,Homer,US,59.6425,-151.5483,32.0,80,90,14.97,snow
965,Shenzhen,CN,22.5455,114.0683,68.0,84,84,1.01,broken clouds
966,Nelson Bay,AU,-32.7167,152.15,79.0,69,90,12.66,overcast clouds
967,Yucca Valley,US,34.1142,-116.4322,48.0,52,40,15.99,scattered clouds
968,Mporokoso,ZM,-9.3727,30.125,60.89,93,80,1.5,broken clouds
969,Progreso,MX,21.2833,-89.6667,80.6,54,20,12.66,few clouds
970,Wamba,NG,8.9333,8.6,78.87,44,85,0.87,overcast clouds
971,Paoua,CF,7.2427,16.4406,73.44,65,100,5.06,overcast clouds
972,Yulara,AU,-25.2406,130.9889,84.2,51,84,4.61,broken clouds
973,Bambous Virieux,MU,-20.3428,57.7575,78.8,78,40,11.5,scattered clouds
974,Namibe,AO,-15.1961,12.1522,74.91,72,70,6.17,broken clouds
975,Caramay,PH,10.1815,119.236,79.39,82,88,10.6,overcast clouds
976,Kirakira,SB,-10.4544,161.9205,83.57,75,97,6.24,overcast clouds
977,Parchim,DE,53.4263,11.8488,42.01,77,100,11.01,light rain
978,Half Moon Bay,US,37.4636,-122.4286,55.0,71,40,6.91,scattered clouds
979,Glasgow,GB,55.8652,-4.2576,46.99,93,75,26.46,moderate rain
980,Egvekinot,RU,66.3167,-179.1667,-27.15,87,39,2.93,scattered clouds
981,Muriwai Beach,NZ,-36.8167,174.45,72.0,79,62,8.01,broken clouds
982,Ambilobe,MG,-13.2,49.05,72.66,93,4,1.57,clear sky
983,Poum,NC,-20.2333,164.0167,79.75,71,35,14.47,scattered clouds
984,Diamantino,BR,-14.4086,-56.4461,72.34,92,100,5.14,moderate rain
985,Wanxian,CN,30.8039,108.3897,53.92,81,72,1.1,broken clouds
986,Itarema,BR,-2.9248,-39.9167,78.8,82,100,10.13,overcast clouds
987,Brae,GB,60.3964,-1.353,44.6,93,90,14.97,overcast clouds
988,Nantucket,US,41.2835,-70.0995,37.99,93,1,8.05,clear sky
989,Mount Isa,AU,-20.7333,139.5,84.2,61,40,4.61,scattered clouds
990,Birjand,IR,32.8663,59.2211,44.6,36,0,6.91,clear sky
991,Wicklow,IE,53.0,-6.4167,48.2,76,75,31.07,broken clouds
992,San Cristobal,VE,7.7669,-72.225,75.2,83,75,2.3,broken clouds
993,Namatanai,PG,-3.6667,152.4333,85.53,61,100,1.74,overcast clouds
994,Itaituba,BR,-4.2761,-55.9836,74.19,97,100,2.68,moderate rain
995,Charters Towers,AU,-20.1,146.2667,80.28,57,3,11.61,clear sky
996,Srandakan,ID,-7.9386,110.2506,78.3,83,93,3.78,overcast clouds
997,Vestmanna,FO,62.1564,-7.1664,37.4,100,20,2.3,few clouds
998,Ueda,JP,36.4,138.2667,39.0,74,0,1.14,clear sky
999,Huanan,CN,46.2167,130.5167,24.91,94,15,2.44,few clouds
1000,Qandala,SO,11.472,49.8728,76.55,65,0,5.77,clear sky
1001,Talnakh,RU,69.4865,88.3972,-28.68,83,100,5.82,overcast clouds
1002,Young,UY,-32.6833,-57.6333,72.97,52,4,9.01,clear sky
1003,Tuatapere,NZ,-46.1333,167.6833,55.99,68,50,1.01,scattered clouds
1004,Videira,BR,-27.0083,-51.1517,56.86,83,0,0.58,clear sky
1005,Kieta,PG,-6.2167,155.6333,85.46,60,37,3.87,scattered clouds
1006,Hualmay,PE,-11.0964,-77.6139,73.58,72,97,8.93,overcast clouds
1007,Norman Wells,CA,65.282,-126.8329,6.8,72,75,12.66,light snow
1008,Telma,RU,52.6983,103.7097,17.6,73,0,6.71,clear sky
1009,Merauke,ID,-8.4667,140.3333,80.82,77,72,4.92,broken clouds
1010,Casay,PH,9.8204,123.5496,78.8,89,75,4.61,broken clouds
1011,Porterville,US,36.0652,-119.0168,52.0,81,1,6.91,clear sky
1012,Gamba,GA,-2.65,10.0,78.44,87,100,5.37,overcast clouds
1013,Svetlaya,RU,46.5389,138.3297,30.61,85,72,2.91,broken clouds
1014,Rawson,AR,-43.3002,-65.1023,65.98,28,84,30.76,broken clouds
1015,Nehe,CN,48.4833,124.8333,25.81,87,0,7.4,clear sky
1016,Waipawa,NZ,-41.4122,175.5153,62.6,77,75,21.85,light rain
1017,Saint Anthony,US,45.0205,-93.218,42.8,93,90,17.27,light rain
1018,Velsk,RU,61.0701,42.0983,5.74,94,91,8.12,overcast clouds
1019,Pochutla,MX,15.7432,-96.4661,84.2,61,40,12.66,scattered clouds
1020,Iracoubo,GF,5.4802,-53.2011,77.7,84,92,13.15,overcast clouds
1021,Nanortalik,GL,60.1432,-45.2371,25.79,92,98,17.74,overcast clouds
1022,Chunskiy,RU,56.0815,99.6342,16.02,97,35,5.82,scattered clouds
1023,Bandarbeyla,SO,9.4942,50.8122,75.85,82,33,10.09,scattered clouds
1024,Taketa,JP,32.9652,131.3785,48.2,76,0,1.14,clear sky
1025,Santa Cruz,BO,-17.8,-63.1667,84.2,61,40,6.91,scattered clouds
1026,Kungurtug,RU,50.5994,97.5228,9.97,86,0,2.33,clear sky
1027,Wanaka,NZ,-44.7,169.15,62.01,65,59,1.99,broken clouds
1028,Imeni Morozova,RU,59.9757,31.0376,0.0,34,0,4.83,clear sky
1029,Jaggayyapeta,IN,16.9,80.1,68.63,95,0,5.37,clear sky
1030,Along,IN,28.1667,94.7667,61.05,74,95,0.85,overcast clouds
1031,Okha,RU,53.5739,142.9478,18.21,96,100,5.28,overcast clouds
1032,Henties Bay,NA,-22.116,14.2845,64.8,83,0,5.53,clear sky
1033,Bonthe,SL,7.5264,-12.505,79.45,85,96,6.55,overcast clouds
1034,Nkhotakota,MW,-12.9274,34.2961,73.2,86,84,4.83,light rain
1035,Karratha,AU,-20.7377,116.8463,88.75,52,0,9.91,clear sky
1036,Billings,US,45.7833,-108.5007,46.99,17,40,11.5,scattered clouds
1037,Shenjiamen,CN,29.9576,122.298,53.82,89,100,7.52,overcast clouds
1038,Grajau,BR,-5.8194,-46.1386,74.34,92,73,2.3,broken clouds
1039,Onguday,RU,50.75,86.15,22.15,85,100,3.85,overcast clouds
1040,Rocha,UY,-34.4833,-54.3333,61.47,91,0,5.37,clear sky
1041,Malanje,AO,-9.5402,16.341,65.01,90,55,2.01,broken clouds
1042,Soyo,AO,-6.1349,12.3689,80.26,84,79,6.62,broken clouds
1043,Isiro,CD,2.7739,27.616,70.43,61,31,2.26,scattered clouds
1044,Upata,VE,8.0086,-62.3989,75.11,68,90,7.02,overcast clouds
1045,Lakes Entrance,AU,-37.8811,147.981,69.17,52,48,2.51,scattered clouds
1046,Kirkwall,GB,58.9848,-2.9587,44.6,87,86,19.57,overcast clouds
1047,Mehamn,NO,71.0357,27.8492,18.46,89,100,13.42,overcast clouds
1048,Goderich,CA,43.7501,-81.7165,55.4,54,100,9.22,overcast clouds
1049,Iquique,CL,-20.2208,-70.1431,75.2,53,0,11.5,clear sky
1050,Ranot,TH,7.7777,100.3213,79.86,78,23,11.92,few clouds
1051,Digby,CA,44.6169,-65.7655,37.4,70,0,5.75,clear sky
1052,Chara,RU,56.9064,118.2631,6.87,84,44,1.83,scattered clouds
1053,Velikiy Ustyug,RU,60.7644,46.3106,15.4,94,100,10.49,snow
1054,San Bartolome De Tirajana,ES,27.9248,-15.5733,64.4,59,75,21.85,broken clouds
1055,Sonkovo,RU,57.7782,37.1571,-4.94,93,64,4.61,broken clouds
1056,Isangel,VU,-19.55,169.2667,84.2,65,40,5.75,scattered clouds
1057,Mahebourg,MU,-20.4081,57.7,78.8,78,40,11.5,scattered clouds
1058,Dukat,RU,62.55,155.55,0.79,85,30,8.21,scattered clouds
1059,Meulaboh,ID,4.1363,96.1285,74.64,84,13,6.04,few clouds
1060,Arenys De Mar,ES,41.5819,2.5494,51.01,72,33,3.0,scattered clouds
1061,Rogatica,BA,43.8008,19.0025,32.0,100,75,1.14,broken clouds
1062,Fortuna,US,40.5982,-124.1573,51.01,71,90,8.05,overcast clouds
1063,Pangnirtung,CA,66.1451,-65.7125,-7.6,84,75,11.5,snow
1064,Atar,MR,20.5169,-13.0499,62.62,30,0,7.67,clear sky
1065,Huilong,CN,31.8111,121.655,52.0,94,100,11.56,light rain
1066,Champerico,GT,14.3,-91.9167,86.0,70,75,9.22,broken clouds
1067,Sioux Lookout,CA,50.1001,-91.917,26.6,59,90,5.75,overcast clouds
1068,Jabinyanah,TN,35.035,10.9081,55.4,54,40,11.5,scattered clouds
1069,Akyab,MM,20.15,92.9,68.65,71,0,4.56,clear sky
1070,Ca Mau,VN,9.1769,105.15,78.03,79,87,7.58,overcast clouds
1071,Yuncheng,CN,35.0231,110.9928,48.54,84,98,5.19,overcast clouds
1072,Klyuchevskiy,RU,53.5317,119.4519,8.92,92,15,2.55,few clouds
1073,Krutikha,RU,53.9599,81.2093,12.65,93,93,13.04,overcast clouds
1074,Deming,US,32.2687,-107.7586,69.8,5,1,25.32,clear sky
1075,Zomin,UZ,39.9606,68.3958,42.84,80,100,5.66,overcast clouds
1076,Zhezkazgan,KZ,47.8043,67.7144,18.7,97,75,11.21,light snow
1077,Zhanakorgan,KZ,43.9098,67.2495,31.21,89,0,2.62,clear sky
1078,Saint-Augustin,CA,51.226,-58.6502,29.05,96,99,17.18,overcast clouds
1079,Okahandja,NA,-21.9833,16.9167,66.2,20,0,4.61,clear sky
1080,Ranikhet,IN,29.65,79.4167,45.32,64,0,4.99,clear sky
1081,Zhigansk,RU,66.7697,123.3711,-9.54,90,100,4.83,overcast clouds
1082,Krasnyy Kholm,RU,58.0607,37.1203,-4.85,92,69,4.14,broken clouds
1083,Ergani,TR,38.2653,39.7621,50.0,66,90,11.5,overcast clouds
1084,Chabahar,IR,25.2919,60.643,72.88,78,0,8.16,clear sky
1085,Tabuk,PH,17.4189,121.4443,72.28,79,100,0.63,overcast clouds
1086,Letlhakane,BW,-21.4167,25.5833,75.76,40,43,2.28,scattered clouds
1087,Novita,CO,4.9551,-76.6053,75.24,90,99,0.18,moderate rain
1088,Tall Kayf,TR,37.0833,41.0667,51.6,73,69,18.63,broken clouds
1089,Faanui,PF,-16.4833,-151.75,82.15,71,82,9.95,broken clouds
1090,Gari,RU,59.4307,62.3497,-7.31,91,100,9.69,overcast clouds
1091,Alagoa Grande,BR,-7.1583,-35.63,77.0,73,0,12.66,clear sky
1092,Banyo,CM,6.75,11.8167,69.04,42,100,0.78,overcast clouds
1093,Sistranda,NO,63.7256,8.834,32.0,59,0,35.68,clear sky
1094,Broken Hill,AU,-31.95,141.4333,68.0,68,0,10.36,clear sky
1095,Oussouye,SN,12.485,-16.5469,69.8,78,0,9.22,clear sky
1096,Puerto Del Rosario,ES,28.5004,-13.8627,62.6,67,0,20.71,clear sky
1097,Chifeng,CN,42.2683,118.9636,38.08,74,89,9.6,overcast clouds
1098,Lazaro Cardenas,MX,17.9583,-102.2,78.55,65,0,8.32,clear sky
1099,Vaitape,PF,-16.5167,-151.75,82.13,71,81,9.95,broken clouds
1100,Phonhong,LA,18.5007,102.4166,69.8,100,75,2.62,mist
1101,Minbu,MM,20.1833,94.8833,69.55,46,6,2.08,clear sky
1102,Tessalit,ML,20.1986,1.0114,67.68,22,95,9.64,overcast clouds
1103,Rassvet,RU,46.8333,40.75,25.57,82,100,10.94,overcast clouds
1104,Kingaroy,AU,-26.5333,151.8333,80.01,78,75,6.91,light rain
1105,Rock Sound,BS,24.9,-76.2,71.13,69,27,27.29,scattered clouds
1106,Arlit,NE,18.7369,7.3853,82.47,14,1,7.85,clear sky
1107,Camopi,GF,3.1655,-52.3158,72.23,97,99,2.26,overcast clouds
1108,Bac Lieu,VN,9.285,105.7244,79.61,76,81,16.11,broken clouds
1109,Antofagasta,CL,-23.65,-70.4,71.6,73,40,6.91,scattered clouds
1110,Auki,SB,-8.7676,160.7034,82.89,77,62,6.08,broken clouds
1111,Lixourion,GR,38.2019,20.4314,53.29,74,79,20.94,broken clouds
1112,Taltal,CL,-25.4,-70.4833,67.06,79,2,2.17,clear sky
1113,Mitsamiouli,KM,-11.3847,43.2844,81.36,76,99,6.98,overcast clouds
1114,Sheridan,US,44.8333,-106.9173,41.0,45,1,4.61,clear sky
1115,Bulgan,MN,48.8125,103.5347,25.18,89,1,1.12,clear sky
1116,Kahului,US,20.8947,-156.47,80.6,69,40,18.41,light rain
1117,Soc Trang,VN,9.6033,105.98,77.0,88,95,5.75,overcast clouds
1118,Giyani,ZA,-23.3025,30.7187,77.11,52,13,4.38,few clouds
1119,Oyem,GA,1.5995,11.5793,69.31,97,68,2.13,moderate rain
1120,Bua Yai,TH,15.5855,102.4259,80.04,52,21,4.25,few clouds
1121,Sept-Iles,CA,50.2001,-66.3821,34.0,75,99,6.91,overcast clouds
1122,Kilinochchi,LK,9.3961,80.3982,76.03,89,43,6.38,scattered clouds
1123,Chimoio,MZ,-19.1164,33.4833,71.6,100,20,1.57,few clouds
1124,Manado,ID,1.487,124.8455,77.0,94,20,1.14,few clouds
1125,Naziya,RU,59.8,31.3833,0.0,34,0,5.19,clear sky
1126,Los Llanos De Aridane,ES,28.6585,-17.9182,64.4,63,90,14.97,overcast clouds
1127,Dongsheng,CN,39.8161,109.9776,35.47,86,0,12.68,clear sky
1128,Emerald,AU,-23.5333,148.1667,78.8,83,75,5.75,broken clouds
1129,Tando Adam,PK,25.7637,68.661,65.64,73,0,9.8,clear sky
1130,Dalianwan,CN,39.0286,121.695,37.4,93,40,4.47,mist
1131,Isla Vista,US,34.4133,-119.861,55.0,58,1,9.22,clear sky
1132,Tadine,NC,-21.55,167.8833,80.35,62,27,9.8,scattered clouds
1133,Bereda,ES,43.2686,-7.5406,54.0,94,100,13.0,overcast clouds
1134,Kavaratti,IN,10.5669,72.642,82.36,73,61,6.64,broken clouds
1135,Poya,NC,-21.35,165.15,81.54,61,25,5.19,scattered clouds
1136,Fomboni,KM,-12.28,43.7425,82.99,71,47,4.05,scattered clouds
1137,Safaga,EG,26.7292,33.9365,68.0,21,0,1.57,clear sky
1138,Kukmor,RU,56.1855,50.8944,-11.88,90,29,7.4,scattered clouds
1139,Anderson,US,34.5334,-82.6499,64.4,36,1,4.7,clear sky
1140,Tubuala,PA,9.5167,-79.0333,84.2,58,20,17.27,few clouds
1141,Puerto Narino,CO,-3.7703,-70.3831,77.0,94,40,1.9,scattered clouds
1142,Waitati,NZ,-45.75,170.5667,55.0,64,37,14.0,scattered clouds
1143,El Alto,PE,-4.2714,-81.2147,82.4,74,75,9.22,broken clouds
1144,Quatre Cocos,MU,-20.2078,57.7625,78.8,78,40,11.5,scattered clouds
1145,Rasht,IR,37.2808,49.5832,46.62,92,100,0.83,overcast clouds
1146,Ostersund,SE,63.1792,14.6357,18.0,86,40,20.71,light snow
1147,Pasighat,IN,28.0667,95.3333,66.4,56,87,3.42,overcast clouds
1148,Santa Maria,BR,-29.6842,-53.8069,71.6,73,20,2.3,few clouds
1149,Sfantu Gheorghe,RO,45.8667,25.7833,28.0,88,100,1.99,overcast clouds
1150,Nyrob,RU,60.733,56.7202,-14.91,88,87,1.7,overcast clouds
1151,Posse,BR,-14.0931,-46.3694,68.58,87,15,0.45,few clouds
1152,Rolla,US,37.9514,-91.7713,64.0,72,90,24.16,overcast clouds
1153,Terney,RU,45.0503,136.6092,32.94,82,7,3.56,clear sky
1154,Hongjiang,CN,27.11,109.9956,48.85,89,100,1.48,overcast clouds
1155,Moses Lake,US,47.1301,-119.2781,57.2,30,40,8.05,scattered clouds
1156,Mayumba,GA,-3.432,10.6554,79.39,84,87,5.88,overcast clouds
1157,Lima,PE,-12.0432,-77.0282,78.01,65,0,12.66,clear sky
1158,Kartuzy,PL,54.3342,18.1974,28.4,64,0,5.75,clear sky
1159,Vila Franca Do Campo,PT,37.7167,-25.4333,59.0,94,40,16.11,scattered clouds
1160,Trincomalee,LK,8.5711,81.2335,81.01,77,98,12.8,overcast clouds
1161,Gavle,SE,60.6745,17.1417,19.99,83,100,7.0,overcast clouds
1162,Najran,SA,17.4924,44.1277,64.4,24,0,2.3,clear sky
1163,Luanshya,ZM,-13.1367,28.4166,64.47,96,100,1.21,overcast clouds
1164,Vitim,RU,59.4511,112.5578,13.84,95,100,4.16,overcast clouds
1165,Aykhal,RU,66.0,111.5,-17.63,84,50,13.8,scattered clouds
1166,Leirvik,NO,59.7798,5.5005,39.99,88,100,7.0,moderate rain
1167,Coari,BR,-4.085,-63.1414,72.23,97,100,0.49,overcast clouds
1168,Boa Vista,BR,2.8197,-60.6733,89.6,40,40,6.91,light rain
1169,Kingman,US,35.1894,-114.053,46.4,46,40,18.41,scattered clouds
1170,Shuangcheng,CN,45.35,126.2833,26.6,86,0,4.47,clear sky
1171,Lethem,GY,3.3803,-59.7968,83.82,51,84,9.35,broken clouds
1172,Hobyo,SO,5.3505,48.5268,78.71,80,31,14.54,scattered clouds
1173,Deputatskiy,RU,69.3,139.9,-2.7,92,100,5.95,overcast clouds
1174,Sayyan,YE,15.1718,44.3244,54.45,35,0,3.0,clear sky
1175,Berkovica,BA,44.6156,18.4294,32.0,100,78,1.14,broken clouds
1176,Mankono,CI,8.0586,-6.1897,78.96,72,99,6.13,overcast clouds
1177,Ginir,ET,7.1333,40.7,59.04,60,0,3.47,clear sky
1178,Tiznit,MA,29.5833,-9.5,59.22,39,0,8.19,clear sky
1179,Moose Factory,CA,51.2585,-80.6094,17.6,79,90,16.11,light snow
1180,Lompoc,US,34.6391,-120.4579,53.6,62,75,11.5,broken clouds
1181,Shaunavon,CA,49.6501,-108.4181,24.8,86,9,20.71,clear sky
1182,Sokoni,TZ,-6.4333,39.55,80.33,78,34,7.9,scattered clouds
